"";"gender";"religious_attendance";"age";"faith";"education";"family_status";"economical_status";"code";"HSPS_1";"HSPS_2";"HSPS_3";"HSPS_4";"HSPS_5";"HSPS_6";"HSPS_7";"HSPS_8";"HSPS_9";"HSPS_10";"HSPS_11";"HSPS_12";"HSPS_13";"HSPS_14";"HSPS_15";"HSPS_16";"HSPS_17";"HSPS_18";"HSPS_19";"HSPS_20";"HSPS_21";"HSPS_22";"HSPS_23";"HSPS_24";"HSPS_25";"HSPS_26";"HSPS_27";"DSES_1";"DSES_2";"DSES_3";"DSES_4";"DSES_5";"DSES_6";"DSES_7";"DSES_8";"DSES_9";"DSES_10";"DSES_11";"DSES_12";"DSES_13";"DSES_14";"DSES_15";"BFI_N_1";"BFI_N_2";"BFI_N_3";"BFI_N_4";"BFI_N_5";"BFI_N_6";"BFI_N_7";"BFI_N_8";"TEQ_1";"TEQ_3";"TEQ_5";"TEQ_16";"TEQ_CON_2";"TEQ_CON_4";"TEQ_CON_14";"senisitivity_1";"senisitivity_2";"senisitivity_3";"senisitivity_4";"senisitivity_5";"senisitivity_6";"senisitivity_7";"senisitivity_8";"senisitivity_9";"senisitivity_10";"emotions_1";"emotions_2";"emotions_3";"emotions_4";"emotions_5";"emotions_6";"emotions_7";"emotions_8";"emotions_9";"emotions_10";"cov_topics1_1";"cov_topics1_2";"cov_topics1_3";"cov_topics1_4";"cov_topics1_5";"cov_topics1_6";"cov_topics1_7";"cov_topics1_8";"cov_topics1_9";"cov_topics2_1";"cov_topics2_2";"cov_topics2_3";"cov_topics2_4";"cov_topics2_5";"cov_topics2_6";"cov_topics2_7";"cov_topics2_8";"cov_topics2_9";"cov_topics2_10";"cov_topics2_11";"cov_topics2_12";"cov_topics2_13";"cov_topics2_14"
"1985";"Male";NA;45;"No";"Vocational school or non - maturity high school";"In relationship";"Employed";"76e32397492d3dcbbf31c7639122c9a3";4;4;4;5;5;1;3;4;1;3;3;7;5;5;5;5;4;4;7;4;4;5;5;4;4;4;4;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;4;2;4;3;3;3;4;2;2;2;1;2;3;2;0;3;2;5;4;3;4;1;3;3;5;5;5;5;5;3;4;3;4;3;0;0;0;-1;-1;-1;-1;0;0;1;0;0;-1;-1;-1;1;0;0;0;1;0;1;1
"1986";"Female";"Occasionaly";60;"Yes, but I am not a member of church/rel.society";"Vocational school or non - maturity high school";"Married";"Employed";"774a83817492d98b4f02563062da817a";4;4;7;7;1;1;1;4;1;4;6;6;6;6;6;6;6;7;6;1;5;7;6;6;6;4;4;2;2;2;2;2;3;1;1;1;3;1;1;1;1;2;1;3;4;4;3;3;3;3;2;3;3;2;2;4;4;9;9;9;9;7;10;6;6;10;10;5;5;8;8;8;8;9;8;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1987";"Female";NA;71;"No";"Vocational school or non - maturity high school";"Married";"Pensioner";"7823ef868555d0e4c747e82eec777202";4;4;4;1;1;1;4;4;4;4;7;7;7;4;7;7;7;7;4;1;4;7;7;7;7;4;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;3;4;3;3;4;3;2;4;2;4;3;4;4;4;4;5;7;7;7;3;4;5;3;5;9;8;5;4;8;5;3;8;3;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1988";"Male";NA;52;"No";"Basic schoool";"Married";"Employed";"7856433a00bde89d11aceec2326bb4da";1;2;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;2;1;1;1;2;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1989";"Female";NA;20;"No";"High school";"In relationship";"Student";"786dd669c804a5595f618cbd19a6c93f";6;5;7;6;5;2;6;5;7;6;5;6;7;7;4;7;7;3;5;6;6;5;5;5;7;6;5;2;2;1;3;3;2;2;2;3;2;3;3;4;2;1;2;2;4;3;3;4;3;3;3;4;4;3;3;4;3;7;7;5;5;6;7;7;3;7;8;8;8;10;6;8;6;6;7;10;9;-1;2;0;-1;0;-1;-1;0;-1;1;0;0;0;0;-1;-1;0;-1;-1;1;0;1;1
"1990";"Male";"Never";54;"Yes, but I am not a member of church/rel.society";"Vocational school or non - maturity high school";"Married";"Employed";"786e1f37fd36d3e4df522850b6004b4e";5;5;6;1;6;4;2;4;4;6;6;6;1;5;4;4;4;4;4;4;6;6;4;5;4;1;6;3;3;2;2;2;4;3;3;4;4;3;5;5;6;2;4;3;4;4;4;4;4;4;3;4;4;4;4;4;4;0;4;4;4;3;0;0;5;5;5;10;9;10;10;3;10;4;8;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1991";"Male";NA;23;"No";"High school";"No relationship";"Student";"7872bf3940ef91b2ad5053f30bcfe528";3;3;4;3;6;3;2;6;4;5;6;6;4;5;3;5;5;2;5;3;4;5;5;5;6;3;5;1;1;1;1;3;1;1;1;1;1;4;3;4;1;1;3;2;5;4;2;4;3;4;2;3;2;2;2;3;3;5;5;5;5;5;5;5;4;5;6;7;4;5;8;6;9;5;5;6;5;2;2;0;0;0;-1;0;1;-1;1;0;0;0;-1;-1;0;0;0;0;1;0;-1;1
"1992";"Female";NA;36;"No";"Vocational school or non - maturity high school";"No relationship";"Employed";"78970f3cc4c395874a3c110824795487";4;4;7;7;7;7;4;1;1;1;7;4;1;7;4;7;7;7;7;7;7;4;7;7;7;7;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;2;4;3;4;4;4;4;4;4;4;0;0;0;0;0;0;0;10;10;10;5;0;7;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;-1;0;0
"1993";"Male";NA;68;"No";"Vocational school or non - maturity high school";"Widow";"Pensioner";"78ae33d6e43d337a329cd1ccb9d3d22a";4;4;4;4;4;3;4;3;4;4;3;5;4;4;3;4;4;5;4;4;3;4;5;5;4;4;4;1;3;1;1;3;1;1;1;1;2;1;2;2;1;1;1;2;2;3;4;3;3;2;2;2;2;2;1;2;2;4;4;4;4;4;4;4;3;4;5;2;1;4;2;3;3;6;4;3;3;2;0;2;0;-1;0;0;0;-1;0;0;0;0;0;1;0;0;-1;1;1;0;0;0
"1994";"Female";"Occasionaly";34;"Yes, I am a member or church/rel.society";"High school";"Married";"Maternity leave";"78e089d981ac80d7515cdeb70e6dbe95";7;6;6;4;4;1;2;6;2;7;5;6;2;2;7;2;6;2;2;1;3;6;2;5;1;4;4;4;3;6;3;3;2;2;2;2;3;3;5;1;3;3;3;4;3;1;4;1;3;1;4;3;4;3;2;4;3;4;5;5;8;5;3;1;0;2;8;7;7;4;4;6;5;9;2;9;5;0;0;2;0;2;0;-1;0;1;0;0;0;1;0;-1;1;0;-1;0;0;-1;0;0
"1995";"Male";NA;38;"No";"Basic schoool";"No relationship";"Without work";"78fd75a026b54c6c9a7947fbe61c336c";4;4;7;5;7;4;4;1;4;4;1;4;4;1;4;4;4;4;4;4;5;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;4;3;3;3;3;3;2;2;2;2;2;2;0;0;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;2;2;2;-1;2;2;2;0;-1;-1;1;-1;-1;0;-1;-1;-1;-1;-1;-1;-1
"1996";"Female";NA;26;"No";"High school";"In relationship";"Maternity leave";"7920f8b0fa58d84cb15917f8edc1db18";3;3;5;2;4;2;2;4;4;5;5;5;4;4;3;3;3;2;4;5;5;4;4;5;4;5;6;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;3;4;3;3;5;3;4;3;2;3;2;2;3;2;5;6;7;5;4;6;7;4;5;7;8;7;7;6;6;6;6;7;8;6;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0
"1997";"Male";NA;53;"No";"Vocational school or non - maturity high school";"In relationship";"Employed";"79808ec0aa7ad1230d0c76eee90a2d92";1;4;5;2;6;3;2;4;5;1;6;4;2;6;1;7;2;1;4;6;2;2;3;2;2;4;6;1;2;1;1;4;2;1;1;1;1;1;1;1;1;1;2;4;4;2;2;4;4;4;3;3;3;3;2;3;3;2;1;1;3;0;6;8;3;1;3;1;1;2;0;0;0;7;1;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;-1;0;0;0;-1;0;0
"1998";"Male";NA;65;"No";"Vocational school or non - maturity high school";"Married";"Pensioner";"7986b30d2a46f782c3ed4f49e30e8f45";1;4;3;1;1;1;1;5;1;2;1;4;2;2;3;3;1;1;2;1;1;2;2;2;1;2;1;2;2;1;2;2;2;1;1;1;2;2;2;2;2;1;1;4;1;1;4;1;2;1;2;2;2;2;2;3;3;0;0;0;0;0;0;0;0;0;0;3;2;1;1;3;1;2;2;1;2;1;1;1;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"1999";"Female";NA;30;"No, I am convinced atheist";"High school";"Married";"Employed";"79d01384d316bd7dd23ee4080ec904de";3;3;3;2;1;2;2;5;1;2;1;6;4;3;2;2;4;5;3;2;3;3;2;2;2;3;3;1;3;1;1;4;1;1;1;1;1;1;5;4;1;1;1;4;2;3;3;3;3;2;4;3;3;3;3;4;3;4;4;6;5;6;6;6;6;6;6;6;5;5;5;7;4;6;5;7;6;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1
"2000";"Female";NA;27;"No";"High school";"In relationship";"Maternity leave";"79e1aea1143704309a929e9bfc26d02a";4;4;6;2;2;1;1;2;6;2;5;4;4;5;5;5;3;3;5;5;3;4;5;5;5;6;5;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;3;4;2;4;3;4;4;3;1;2;1;2;1;2;2;4;8;8;6;3;1;7;1;7;7;4;4;6;2;7;4;10;2;5;3;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0
"2001";"Male";NA;62;"No";"Vocational school or non - maturity high school";"Married";"Employed";"7a13b96f7ac0ff4e2ec9ae19890cdbbe";2;2;4;3;2;1;2;6;4;1;2;3;5;2;3;3;7;6;4;6;7;6;4;2;3;1;2;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;2;3;4;4;4;4;2;4;2;3;3;3;3;3;4;5;5;5;5;5;4;5;4;5;5;6;5;5;6;5;5;6;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;-1;0;0;1
"2002";"Female";NA;52;"No";"Vocational school or non - maturity high school";"Divorced";"Employed";"7a3ef402234ae0a1b0b0bf066e50ea2c";4;4;5;6;6;1;1;4;6;4;6;5;4;5;6;6;7;1;4;7;7;4;6;7;6;7;1;1;1;1;1;2;2;1;1;1;1;2;2;2;1;1;2;3;3;2;3;3;3;2;2;4;4;4;4;4;4;5;8;5;5;5;9;9;0;7;2;2;7;8;2;8;9;5;8;7;9;2;0;2;2;0;2;2;2;0;0;0;0;0;0;-1;1;0;-1;0;0;0;0;0
"2003";"Male";NA;34;"No";"University master";"Married";"Employed";"7a670be11c185c713504206fc2e8c0c2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;-1;0;0;0;1;0;0;0;0;0;1;1;0;-1;0;0;0;0;1
"2004";"Male";"Never";58;"Yes, but I am not a member of church/rel.society";"Vocational school or non - maturity high school";"Married";"Employed";"7a72bc4ff7a31d48a85de8306dfdb4fb";4;3;2;2;2;1;1;4;2;4;4;5;1;4;4;5;4;3;3;3;2;5;4;4;3;2;3;5;5;3;5;4;2;4;5;5;5;5;5;5;5;3;2;4;3;2;4;3;4;2;3;2;3;1;2;4;3;2;2;1;2;2;3;2;1;1;1;5;5;4;4;2;5;5;5;6;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;-1;0;0;-1;0;0
"2005";"Male";NA;59;"No";"High school";"Married";"Employed";"7a77252f3a4076dcb0a8479a04ccfaba";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;2;0;0;0;0;1;0;0;0;0;0;-1;0;0;0;0;0;-1;-1;-1
"2006";"Female";NA;74;"No";"Vocational school or non - maturity high school";"Married";"Pensioner";"7aabd1c33fdff5743fe3390833210bf2";2;2;4;2;5;2;1;4;2;4;2;6;1;2;3;5;5;5;3;2;2;5;3;3;4;6;2;2;3;1;1;2;1;1;1;1;1;1;2;2;1;1;1;4;3;2;3;2;3;3;2;4;3;3;3;4;4;5;5;5;5;6;2;5;3;6;6;5;5;5;5;5;5;6;5;6;5;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"2007";"Female";NA;65;"No";"High school";"Married";"Pensioner";"7b3904be95e1c9e368209e953dcbd43c";1;4;1;2;4;1;1;4;5;5;6;6;3;3;7;3;5;5;1;1;3;4;3;1;3;1;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;3;2;4;3;4;3;3;2;3;3;2;3;3;3;2;0;0;5;7;6;6;8;3;5;2;4;3;6;5;1;1;9;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2008";"Male";NA;58;"No";"Basic schoool";"In relationship";"Without work";"7b553381245e169d63a7f88352853381";1;1;1;1;1;1;1;1;1;1;1;4;1;4;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;5;1;5;1;2;1;2;1;0;3;1;0;0;5;0;0;3;6;0;5;5;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2009";"Female";NA;58;"No";"Vocational school or non - maturity high school";"Married";"Employed";"7b60187bb8e28dd8040acdeeac81ecd4";3;3;4;3;5;4;3;3;3;4;7;2;3;6;6;7;6;5;4;4;5;4;5;5;4;5;2;1;1;1;1;1;1;1;1;1;1;1;3;2;1;1;2;4;3;3;4;3;3;3;1;1;2;2;2;3;3;0;2;2;2;2;3;3;2;2;2;0;2;3;3;2;3;3;2;4;2;2;1;1;2;2;2;2;1;2;0;0;0;0;0;-1;0;0;0;0;0;-1;0;0
"2010";"Female";"Never";27;"Yes, but I am not a member of church/rel.society";"University bachelor";"In relationship";"Employed";"7b7786904760b6b18a0c61aa35dad587";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"2011";"Male";NA;45;"No";"Vocational school or non - maturity high school";"Married";"Employed";"7b9c461a9a4cfa6efe2a0a67bf92f4e6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;0
"2012";"Female";"Never";66;"Yes, but I am not a member of church/rel.society";"Vocational school or non - maturity high school";"Divorced";"Pensioner";"7b9ef31638835be59208f3ffc863cc2b";2;4;1;1;1;1;3;1;4;6;1;2;1;4;7;5;6;7;3;2;6;7;4;4;5;4;2;5;5;1;1;5;3;1;5;5;2;5;5;1;2;2;5;1;2;2;2;1;1;1;1;3;3;2;2;4;4;5;7;9;5;9;3;3;5;5;5;5;3;5;5;5;5;8;5;9;5;2;0;2;2;2;2;2;1;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;1;1
"2013";"Male";NA;66;"No, I am convinced atheist";"University master";"Married";"Pensioner";"7bc1e30f5f672f72a46877649edf680f";4;3;4;1;4;1;1;6;6;7;4;5;2;6;5;6;5;1;1;1;2;5;4;3;5;2;5;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;2;4;3;4;2;4;2;4;3;3;3;2;3;3;3;1;8;0;1;0;2;1;0;1;1;5;5;1;1;3;5;8;3;5;5;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-1;0;0;0;0;0
"2014";"Male";NA;55;"No, I am convinced atheist";"Vocational school or non - maturity high school";"Married";"Employed";"7bc99c94f5ae538658235cd058514314";5;4;6;4;1;3;4;6;1;7;1;6;4;1;4;4;6;4;1;1;5;7;1;1;1;1;4;1;1;1;1;3;1;1;1;1;1;1;4;3;1;1;1;4;1;1;4;3;2;3;2;4;4;3;2;4;4;5;5;9;9;9;5;5;5;5;5;9;7;8;8;8;9;9;9;8;9;0;0;0;0;-1;0;0;0;0;0;-1;-1;-1;0;0;0;0;0;0;1;0;0;0
"2015";"Male";"Never";81;"Yes, I am a member or church/rel.society";"Basic schoool";"Married";"Pensioner";"7c05c5d3b70b134a609d74c64cb7006c";3;1;1;6;4;1;3;4;4;2;1;3;3;1;1;1;3;6;5;4;2;4;4;4;5;5;4;5;5;5;5;5;5;5;5;3;5;5;4;4;6;4;3;3;2;3;3;3;3;3;2;3;2;3;3;3;3;5;5;5;5;5;7;5;5;4;7;5;5;5;5;3;5;5;5;5;5;0;-1;0;2;2;0;0;1;0;0;0;1;-1;-1;-1;0;-1;-1;1;0;-1;0;0
"2016";"Male";NA;25;"No";"University bachelor";"No relationship";"Employed";"7c077e46a89a4fa747a1f1eba770290a";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2017";"Female";NA;70;"No, I am convinced atheist";"Vocational school or non - maturity high school";"Married";"Pensioner";"7c129a826e13d35bb7bc7bc0b9ccc947";1;4;7;6;1;1;1;1;1;2;1;7;5;4;4;3;3;7;6;7;7;7;7;6;3;7;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;3;3;3;3;4;4;4;4;3;4;4;4;0;3;6;7;2;8;0;10;10;10;0;0;0;1;3;3;8;8;7;1;0;0;0;-1;-1;-1;-1;-1;-1;1;0;0;0;0;0;0;0;1;1;1;1;1;1
"2018";"Male";NA;29;"No";"University master";"In relationship";"Employed";"7c4e11";1;1;2;3;1;4;1;3;4;2;1;4;4;5;4;5;5;1;5;5;4;5;5;4;4;5;6;2;2;1;2;2;2;1;1;1;1;1;2;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;7;2;2;2;6;6;7;7;2;7;5;7;5;6;7;7;5;5;4;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;1;1;1;1
"2019";"Male";"Often, but not every week";19;"Yes, I am a member or church/rel.society";"High school";"No relationship";"Student";"7c6aa9761424d2fa959da33885eabca8";5;6;5;7;6;2;5;4;6;4;5;5;3;6;6;4;4;5;4;5;4;3;4;5;3;5;3;4;3;3;4;4;5;5;5;4;4;5;4;5;4;3;1;4;2;3;4;2;3;4;2;1;3;2;1;4;3;5;7;5;7;8;2;5;1;8;2;3;7;6;5;3;5;9;2;5;7;2;2;1;1;-1;0;0;1;-1;0;1;1;-1;-1;-1;1;0;-1;0;1;-1;0;1
"2020";"Male";NA;43;"No";"Vocational school or non - maturity high school";"In relationship";"Without work";"7c71ef9d89e943eed76d46718fd3f1d3";1;3;1;1;1;1;1;4;2;1;3;6;2;1;4;2;7;3;1;2;2;4;1;5;2;5;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;3;4;3;4;3;3;4;4;3;2;3;3;5;5;5;5;5;1;5;5;5;5;5;5;5;5;1;2;5;2;5;5;0;2;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;-1;1;1
"2021";"Female";NA;66;"No";"Higher vocational school";"Married";"Pensioner";"7c7d0d521bcefda80a82b4fe618d9c9f";4;6;6;3;3;5;5;6;4;6;4;7;5;6;6;5;6;5;5;4;6;7;6;6;5;5;6;2;4;2;3;4;2;2;2;2;3;3;4;3;2;2;2;3;3;3;3;3;2;3;3;4;4;3;3;4;4;8;8;7;7;6;4;4;6;8;7;5;7;6;7;6;6;9;6;9;6;0;0;0;-1;-1;-1;1;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1
"2022";"Male";NA;63;"No";"Vocational school or non - maturity high school";"Divorced";"Employed";"7ce41fd1a41263ad64279374c9f4a2e0";2;2;4;2;2;1;2;2;2;2;2;5;1;2;4;4;4;4;4;3;3;2;4;5;5;3;4;1;2;1;1;3;1;1;1;1;1;1;1;1;1;1;1;5;1;1;5;2;5;1;3;4;3;3;2;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2023";"Male";"Occasionaly";54;"Yes, but I am not a member of church/rel.society";"High school";"Married";"Entrepreneur";"7d03eba5b73a7c7c34bea93fa70f7939";5;6;7;4;2;3;5;6;4;6;2;5;2;2;6;2;5;1;7;3;4;7;2;2;5;4;1;3;4;3;4;2;2;4;4;3;5;6;5;4;4;2;1;4;2;1;4;4;5;1;3;4;4;4;3;4;4;9;9;9;9;9;9;5;5;5;6;10;9;5;9;2;9;9;9;10;3;0;0;0;2;2;2;2;0;-1;1;1;0;0;0;-1;-1;0;0;0;0;-1;0;0
"2024";"Male";NA;72;"No, I am convinced atheist";"Vocational school or non - maturity high school";"Married";"Pensioner";"7d41eb8189d317ee7788d43a192e766e";5;5;4;3;1;1;1;7;4;2;1;7;4;6;6;1;1;1;3;1;2;7;5;7;6;5;5;1;1;1;1;6;1;1;1;1;1;1;4;5;1;1;5;1;4;2;2;2;4;2;1;4;3;4;4;4;4;2;6;8;5;5;5;3;5;7;3;7;4;5;5;3;1;9;4;8;6;0;0;0;-1;0;0;0;0;-1;0;0;0;0;0;-1;0;0;-1;0;0;0;0;0
"2025";"Female";NA;69;"No";"Basic schoool";"Divorced";"Pensioner";"7d5cc95cadb797573863da04d6643498";1;2;2;2;1;1;3;5;2;4;1;7;1;4;4;5;5;5;3;2;2;6;4;6;6;4;2;1;2;1;1;2;1;1;1;1;1;1;2;3;1;1;1;3;1;1;4;1;4;1;2;3;3;2;2;4;3;5;5;7;8;7;5;5;4;8;7;5;5;6;1;3;1;5;2;8;8;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2026";"Male";NA;51;"No, I am convinced atheist";"High school";"Married";"Employed";"7d7b3c857e41b8474cb153c23762d254";3;5;2;1;1;1;2;4;2;4;2;5;3;4;3;6;6;4;2;3;2;4;3;3;4;3;4;1;1;1;1;3;1;1;1;1;1;1;3;2;1;1;1;4;2;2;3;2;4;2;2;2;2;2;2;4;3;5;6;5;5;6;4;4;8;7;3;5;5;4;5;2;4;7;5;5;5;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2027";"Male";NA;69;"No";"University master";"Married";"Pensioner";"7dd9a303d796badecd287bb50fd99b85";4;5;5;3;1;1;1;6;4;6;1;7;1;3;1;6;5;6;1;2;2;6;2;1;4;1;1;1;2;1;1;4;1;1;1;1;5;1;3;3;1;1;1;4;2;1;4;2;4;1;3;3;3;3;2;3;4;5;5;6;5;5;5;5;5;5;5;5;6;5;5;6;4;5;5;7;7;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;-1;0;-1;1;0;0;-1;0;0
"2028";"Male";"Never";48;"Yes, but I am not a member of church/rel.society";"Vocational school or non - maturity high school";"Married";"Employed";"7dfa7ec0aeb17abdfd7c58cd04acf2f4";1;7;1;7;7;1;1;7;1;7;1;1;7;7;1;7;1;7;1;7;1;7;1;1;1;1;7;1;6;1;6;6;1;1;1;1;6;1;1;1;1;1;1;5;1;1;5;1;1;1;4;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;0;5;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2029";"Female";"Occasionaly";42;"Yes, but I am not a member of church/rel.society";"University bachelor";"Married";"Employed";"7ea8da9b8e1ba227f94d97efa189cd22";4;4;4;6;4;4;4;6;5;7;4;6;4;5;7;6;6;7;5;5;6;6;5;7;5;5;3;2;5;2;2;3;2;2;2;2;3;2;3;2;2;2;1;3;2;3;3;2;4;3;3;4;4;4;4;4;4;5;5;5;5;5;7;5;5;4;4;7;8;8;8;6;6;6;7;7;6;0;0;0;0;-1;0;0;0;1;1;0;0;0;0;-1;0;0;-1;1;0;-1;1;1
"2030";"Female";NA;44;"No";"High school";"Married";"Entrepreneur";"7f0d9dbc3f1a7b5030316a68af693879";5;6;4;7;7;1;5;7;5;3;5;6;5;6;6;5;4;4;5;5;4;5;4;5;4;4;1;1;1;1;1;5;1;1;1;1;1;3;2;1;1;1;1;3;3;3;3;3;2;4;4;4;4;4;3;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;-1;-1;-1;0;-1;0;0;0;0;0;-1;0;0;0;0;0;0;0;0
"2031";"Male";"Never";29;"Yes, but I am not a member of church/rel.society";"Higher vocational school";"Married";"Employed";"7f143c2d1c01fd68f397b6a596123d4e";5;4;4;2;1;1;1;1;1;1;1;4;1;1;5;2;4;2;1;1;2;5;1;1;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;3;2;4;4;5;2;3;3;3;3;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;0;-1;0;0;0;-1;0;0;0;0;0;0;0;1;0;1;1;1;0;1
